Date,Open,High,Low,Close,Adj_close,Volume,Normalized_sentiment
,189.94999695,193.74000549,188.08000183,191.19999695,191.19999695,2852300,0.5
,339.8500061,350.8500061,338.27999878,349.52999878,349.52999878,4747100,0.5
,295.26998901,298.55999756,291.79998779,297.45999146,297.45999146,4621700,0.5
,575.69000244,589.79998779,567.42999268,580.9899902,580.9899902,17801500,0.5
,276.66665649,280.80334473,260.0333252,264.5100098,264.5100098,104972400,0.5
,26.84000015,27.0,25.89999962,26.62000084,26.62000084,1283000,0.5
,28.94000053,29.5,27.64999962,28.07999992,28.07999992,928100,0.5
,35.18000031,35.45000076,34.75,34.77000046,34.77000046,742000,0.5
,150.0,152.19000244,148.6000061,149.55999756,149.55999756,4695000,0.5
,214.86000061,220.33000183,210.96000671,216.99000549,216.99000549,5923300,0.5
,321.0,325.25,315.54998779,317.25,317.25,4521500,0.5
,307.0,309.3999939,297.38000488,300.35998535,300.35998535,6965200,0.5
,440.5,454.0,436.92001343,443.0100098,443.0100098,17778500,0.5
,382.58334351,400.35665894,378.67999268,399.92666626,399.92666626,103931400,0.5
,118.47000122,118.80000305,104.63999939,108.09999847,108.09999847,231402800,0.5
,29.48999977,29.61000061,28.53000069,29.56999969,29.56999969,729000,0.5
,37.84999847,38.0,37.43000031,37.52000046,37.52000046,968100,0.5
,178.0,184.77999878,177.00999451,182.83999634,182.83999634,8565000,0.5
,203.96000671,207.47000122,203.0,203.6000061,203.6000061,3007000,0.5
,252.52999878,255.28999329,247.1000061,250.63000488,250.63000488,3801100,0.5
,345.14001465,348.26998901,342.17001343,345.82000732,345.82000732,4717700,0.5
,300.45001221,309.0,298.4899902,308.76998901,308.76998901,11250300,0.5
,632.41998291,650.88000488,618.0,640.80999756,640.80999756,29005700,0.5
,178.05000305,179.77000427,166.5,166.66000366,166.66000366,230878800,0.5
,24.04999924,24.12000084,23.5,24.10000038,24.10000038,830300,0.5
,29.89999962,30.0,28.87000084,29.06999969,29.06999969,956400,0.5
,37.86999893,37.86999893,36.93000031,37.50999832,37.50999832,901400,0.5
,178.8500061,186.0,178.50999451,181.41000366,181.41000366,6508800,0.5
,249.24000549,255.88999939,247.69999695,251.92999268,251.92999268,4116100,0.5
,347.5100098,356.19000244,345.19000244,354.30999756,354.30999756,6214100,0.5
,301.0,311.55999756,294.0,307.01998901,307.01998901,12569200,0.5
,640.0,653.0,632.5200195,650.57000732,650.57000732,15719300,0.5
,290.9033203,312.6633301,287.3500061,312.2399902,312.2399902,104436000,0.5
,164.57000732,174.30000305,162.77999878,173.22000122,173.22000122,196813500,0.5
,26.65999985,26.95000076,26.02000046,26.67000008,26.67000008,1187400,0.5
,28.20999908,28.67000008,27.5,27.70999908,27.70999908,630100,0.5
,34.79999924,34.79999924,33.91999817,34.40000153,34.40000153,674000,0.5
,230.72000122,231.38000488,219.0,223.41000366,223.41000366,6827100,0.5
,214.75,228.0,214.30999756,226.99000549,226.99000549,11213500,0.5
,312.86999512,318.54998779,305.67999268,314.61999512,314.61999512,9946300,0.5
,306.0,318.0,302.73001099,317.69000244,317.69000244,7394100,0.5
,239.82000732,248.1633301,239.06333923,243.25666809,243.25666809,145914600,0.5
,396.5166626,402.66665649,374.3500061,383.19665527,383.19665527,100248300,0.5
,109.11000061,114.58999634,107.51999664,113.63999939,113.63999939,180389000,0.5
,26.47999954,26.89999962,26.19000053,26.82999992,26.82999992,1446700,0.5
,27.76000023,27.93000031,26.85000038,27.12000084,27.12000084,1005500,0.5
,214.55000305,216.5,207.16000366,210.08999634,210.08999634,5368500,0.5
,226.36000061,226.88999939,220.0,223.42999268,223.42999268,3186800,0.5
,226.41999817,227.47999573,221.94999695,226.75,226.75,5911700,0.5
,316.61999512,317.2399902,312.0,316.57998657,316.57998657,4591200,0.5
,241.22000122,246.94667053,239.7333374,245.03666687,245.03666687,96735600,0.5
,382.2166748,390.11334229,360.3366699,362.70666504,362.70666504,80119800,0.5
,110.51000214,111.75,107.16000366,110.33999634,110.33999634,157986300,0.5
,26.82999992,28.0,26.80999947,27.87999916,27.87999916,2061200,0.5
,27.20000076,27.79000092,26.40999985,26.90999985,26.90999985,986300,0.5
,150.0,150.3999939,145.24000549,147.0,147.0,5361100,0.5
,210.05999756,214.19999695,204.21000671,211.27999878,211.27999878,6261900,0.5
,220.0,220.05000305,215.97999573,219.03999329,219.03999329,3779100,0.5
,226.92999268,230.30999756,225.44999695,229.0099945,229.0099945,5527900,0.5
,440.47000122,451.55999756,440.0,451.54000854,451.54000854,10133000,0.5
,252.83000183,258.0,249.69999695,251.99333191,251.99333191,134100000,0.5
,359.0,362.66665649,340.16665649,354.8999939,354.8999939,90336600,0.5
,103.0,114.38999939,101.80999756,113.05999756,113.05999756,220911100,0.5
,28.0,28.57999992,27.89999962,28.23999977,28.23999977,2247900,0.5
,34.79999924,34.79999924,33.90000153,34.34000015,34.34000015,442000,0.5
,147.61999512,150.3999939,145.25,149.36000061,149.36000061,5034100,0.5
,213.3500061,214.77999878,209.77999878,210.94999695,210.94999695,2968400,0.5
,214.19000244,218.44000244,213.66999817,215.6499939,215.6499939,3554300,0.5
,321.72000122,336.7399902,317.75,334.95999146,334.95999146,7551200,0.5
,461.3999939,471.63000488,453.35998535,469.05999756,469.05999756,17882100,0.5
,259.20999146,272.32998657,258.3999939,272.01333618,272.01333618,154496700,0.5
,360.12332153,360.30999756,336.66665649,342.32000732,342.32000732,84164700,0.5
,34.5,34.5,33.11000061,33.68000031,33.68000031,1284000,0.5
,148.8500061,153.69999695,148.75999451,151.27999878,151.27999878,6163200,0.5
,212.80999756,213.80000305,210.0099945,210.61999512,210.61999512,3442500,0.5
,217.86000061,220.44000244,210.77000427,211.0,211.0,3628100,0.5
,316.0,337.01998901,315.5,336.41000366,336.41000366,9859400,0.5
,341.95999146,344.0100098,327.01998901,335.3500061,335.3500061,7008500,0.5
,473.70001221,498.4899902,468.23001099,492.14001465,492.14001465,31144300,0.5
,285.33334351,294.82998657,279.46331787,293.33999634,293.33999634,225166500,0.5
,27.0,27.48999977,26.12000084,27.25,27.25,897000,0.5
,34.00999832,34.18999863,33.40000153,33.63999939,33.63999939,698000,0.5
,152.5,153.42999268,146.8500061,147.52999878,147.52999878,5382000,0.5
,208.91999817,209.97999573,204.96000671,206.66000366,206.66000366,4668300,0.5
,228.97000122,231.91999817,228.0,231.27999878,231.27999878,3979500,0.5
,335.16000366,338.79998779,327.3999939,333.69000244,333.69000244,7146600,0.5
,335.5,343.5,331.47000122,338.52999878,338.52999878,5432900,0.5
,497.1000061,498.79998779,472.86999512,481.33999634,481.33999634,28440400,0.5
,118.95999908,123.51999664,117.11000061,119.76999664,119.76999664,190284000,0.5
,20.69000053,20.75,20.30999947,20.60000038,20.60000038,597700,0.5
,29.5,29.88999939,29.0,29.15999985,29.15999985,884400,0.5
,193.96000671,194.22999573,188.36999512,193.0,193.0,7755900,0.5
,242.19999695,242.66000366,235.6499939,240.24000549,240.24000549,5941700,0.5
,247.5099945,248.5,237.13000488,239.88000488,239.88000488,4573000,0.5
,305.76998901,311.44000244,301.04998779,310.70001221,310.70001221,21777600,0.5
,241.5,245.94999695,239.13000488,244.69000244,244.69000244,6162600,0.5
,146.91999817,149.62666321,144.80667114,149.38667297,149.38667297,152224500,0.5
,259.4666748,260.2600098,254.52999878,258.40667725,258.40667725,51094200,0.5
,27.30999947,28.18000031,27.0,27.87999916,27.87999916,923500,0.5
,28.38999939,28.71999931,28.01000023,28.39999962,28.39999962,503600,0.5
,173.08999634,175.75,169.69000244,172.92999268,172.92999268,8883900,0.5
,244.63999939,245.88999939,235.19999695,236.91000366,236.91000366,12888300,0.5
,201.3500061,204.13999939,199.66000366,200.94999695,200.94999695,3316300,0.5
,346.79998779,355.63000488,345.52999878,355.58999634,355.58999634,6978500,0.5
,264.60998535,265.5100098,247.77000427,256.88000488,256.88000488,12815300,0.5
,245.27999878,249.27999878,241.58000183,244.74000549,244.74000549,6283300,0.5
,223.92999268,226.99000549,218.36000061,222.96000671,222.96000671,67925000,0.5
,257.75,268.94000244,257.6499939,263.61999512,263.61999512,122656000,0.5
,20.44000053,20.70000076,20.06999969,20.23999977,20.23999977,171200,0.5
,27.51000023,27.77000046,27.09000015,27.61000061,27.61000061,575700,0.5
,28.94000053,28.97999954,28.25,28.31999969,28.31999969,450600,0.5
,172.75,179.28999329,171.19999695,178.69999695,178.69999695,8311100,0.5
,201.8500061,202.19999695,198.30999756,200.1000061,200.1000061,2328400,0.5
,353.89001465,357.6000061,351.1499939,354.6000061,354.6000061,4500800,0.5
,257.52999878,262.25,249.02999878,252.22999573,252.22999573,8167700,0.5
,247.1499939,251.08000183,246.80999756,247.88999939,247.88999939,8475400,0.5
,262.54998779,267.07998657,261.83334351,263.98001099,263.98001099,42600900,0.5
,220.94999695,225.75,215.0,216.5,216.5,77013200,0.5
,266.20001221,268.6000061,260.8999939,262.9899902,262.9899902,103706300,0.5
,20.20000076,20.28000069,20.03000069,20.23999977,20.23999977,244000,0.5
,27.25,28.0,27.20000076,27.79999924,27.79999924,1123400,0.5
,28.31999969,28.72999954,27.5,27.63999939,27.63999939,987600,0.5
,222.99000549,223.0,215.27000427,215.58000183,215.58000183,3836300,0.5
,200.94999695,203.88000488,200.41999817,201.5099945,201.5099945,1970700,0.5
,352.95001221,359.77999878,352.64001465,355.67999268,355.67999268,4087000,0.5
,261.0,261.9899902,252.0099945,258.77999878,258.77999878,7201400,0.5
,147.33332825,149.58000183,146.19332886,147.43333435,147.43333435,116373300,0.5
,266.97665405,270.77334595,265.52334595,268.57333374,268.57333374,66060000,0.5
,215.33000183,219.30000305,211.5099945,217.24000549,217.24000549,66860700,0.5
,262.92001343,265.41000366,256.63000488,258.86999512,258.86999512,111508100,0.5
,20.63999939,20.85000038,20.36000061,20.54000092,20.54000092,318200,0.5
,27.62999916,28.46999931,27.44000053,27.94000053,27.94000053,1043500,0.5
,238.57000732,238.96000671,221.0,224.58999634,224.58999634,11268700,0.5
,213.27999878,222.52000427,211.13000488,219.25,219.25,5171500,0.5
,200.5,200.8999939,197.05000305,200.24000549,200.24000549,2494600,0.5
,356.98001099,358.4899902,353.67999268,355.57000732,355.57000732,3540500,0.5
,147.78334045,149.63000488,145.53334045,148.8833313,148.8833313,103391100,0.5
,270.15667725,271.80334473,268.59332275,270.35998535,270.35998535,42360300,0.5
,208.30000305,222.99000549,206.22000122,221.72000122,221.72000122,91483000,0.5
,258.8999939,259.6000061,250.22000122,251.11999512,251.11999512,102073800,0.5
,21.0,21.03000069,20.39999962,20.75,20.75,294800,0.5
,28.0,28.54999924,27.26000023,28.04999924,28.04999924,1400500,0.5
,175.0,182.5,174.1499939,179.72000122,179.72000122,7769600,0.5
,228.25,232.47000122,223.0,227.05999756,227.05999756,7105300,0.5
,220.66999817,220.94999695,215.42999268,216.88000488,216.88000488,3104400,0.5
,200.66000366,201.42999268,196.30000305,196.5099945,196.5099945,4269900,0.5
,247.8999939,258.54998779,247.13000488,256.95999146,256.95999146,10205000,0.5
,149.92666626,155.30000305,149.1166687,153.7666626,153.7666626,143639100,0.5
,271.82998657,273.41665649,271.1166687,272.77334595,272.77334595,36741600,0.5
,224.0099945,226.2599945,204.16000366,204.99000549,204.99000549,94124500,0.5
,20.88999939,20.89999962,20.25,20.54000092,20.54000092,284700,0.5
,28.02000046,28.04999924,26.86000061,27.32999992,27.32999992,1468700,0.5
